doc_id,doc_date,vendor,city,payment_terms_days,item,category,qty,unit_price,subtotal,gst_rate,gst_amount,total
DOC-00165,2025-05-28,Prime Traders,Islamabad,0,Printer Service Visit,Service,2,7780.64,15561.28,0.18,2801.03,18362.31
DOC-00166,2025-04-11,MF TRADER,Karachi,45,ID Card PVC Pack,Accessories,50,4496.78,224838.97,0.18,40471.01,265309.98
DOC-00166,2025-04-11,MF TRADER,Karachi,45,Printer Cleaning Kit,Accessories,2,3382.6,6765.19,0.18,1217.73,7982.93
DOC-00166,2025-04-11,MF TRADER,Karachi,45,HDP5000e Ribbon,Ribbon,5,33789.14,168945.7,0.18,30410.23,199355.93
DOC-00167,2025-10-13,Vision Systems,Islamabad,0,HDP5000e Ribbon,Ribbon,2,25726.25,51452.49,0.18,9261.45,60713.94
DOC-00167,2025-10-13,Vision Systems,Islamabad,0,Printer Service Visit,Service,3,8268.65,24805.96,0.18,4465.07,29271.03
DOC-00167,2025-10-13,Vision Systems,Islamabad,0,Printer Service Visit,Service,1,8552.01,8552.01,0.18,1539.36,10091.37
DOC-00167,2025-10-13,Vision Systems,Islamabad,0,HDP5000e Ribbon,Ribbon,20,26183.22,523664.37,0.18,94259.59,617923.96
DOC-00168,2025-03-10,PakTech,Islamabad,30,UHF Long Range Tag,Accessories,2,203.15,406.3,0,0,406.3
DOC-00169,2025-10-01,Prime Traders,Karachi,15,UHF Long Range Tag,Accessories,5,202.88,1014.38,0.18,182.59,1196.97
DOC-00169,2025-10-01,Prime Traders,Karachi,15,UHF Long Range Tag,Accessories,20,193.02,3860.42,0,0,3860.42
DOC-00169,2025-10-01,Prime Traders,Karachi,15,UHF Long Range Tag,Accessories,20,193.73,3874.65,0.18,697.44,4572.09
DOC-00170,2025-10-18,MF TRADER,Lahore,45,PolyGuard Lamination,Accessories,1,11443.99,11443.99,0.18,2059.92,13503.91
DOC-00170,2025-10-18,MF TRADER,Lahore,45,UHF Long Range Tag,Accessories,3,189.41,568.24,0.18,102.28,670.53
DOC-00171,2025-05-09,MF TRADER,Islamabad,0,Printer Service Visit,Service,3,7600.46,22801.37,0.18,4104.25,26905.61
DOC-00172,2025-07-08,Vision Systems,Lahore,15,PolyGuard Lamination,Accessories,5,18680.23,93401.15,0.18,16812.21,110213.36
DOC-00172,2025-07-08,Vision Systems,Lahore,15,PolyGuard Lamination,Accessories,2,13097.22,26194.45,0.18,4715,30909.45
DOC-00172,2025-07-08,Vision Systems,Lahore,15,ID Card PVC Pack,Accessories,50,5255.38,262769.23,0,0,262769.23
DOC-00173,2025-10-30,Prime Traders,Islamabad,15,Printer Service Visit,Service,5,7689.59,38447.94,0.18,6920.63,45368.57
DOC-00173,2025-10-30,Prime Traders,Islamabad,15,UHF Long Range Tag,Accessories,50,197.46,9872.9,0.18,1777.12,11650.02
DOC-00173,2025-10-30,Prime Traders,Islamabad,15,ID Card PVC Pack,Accessories,50,8847.03,442351.5,0.18,79623.27,521974.77
DOC-00174,2025-07-16,Alpha Supplies,Lahore,45,UHF Long Range Tag,Accessories,20,192.51,3850.11,0.18,693.02,4543.13
DOC-00175,2025-11-20,PakTech,Islamabad,45,UHF Long Range Tag,Accessories,2,207.26,414.52,0.18,74.61,489.13
DOC-00176,2025-06-11,Vision Systems,Karachi,30,UHF Long Range Tag,Accessories,50,224.1,11205.12,0.18,2016.92,13222.05
DOC-00176,2025-06-11,Vision Systems,Karachi,30,Printer Service Visit,Service,1,8740.74,8740.74,0.18,1573.33,10314.07
DOC-00177,2025-08-22,Prime Traders,Islamabad,0,PolyGuard Lamination,Accessories,10,11720.07,117200.74,0.18,21096.13,138296.88
DOC-00177,2025-08-22,Prime Traders,Islamabad,0,Printer Cleaning Kit,Accessories,50,3369.94,168496.96,0.18,30329.45,198826.42
DOC-00178,2025-10-30,MF TRADER,Karachi,0,HDP5000e Ribbon,Ribbon,2,22346.71,44693.42,0.18,8044.82,52738.24
DOC-00179,2025-02-13,MF TRADER,Karachi,0,Printer Service Visit,Service,20,7479.33,149586.52,0.18,26925.57,176512.09
DOC-00180,2025-01-14,Vision Systems,Lahore,45,Printer Service Visit,Service,5,8113.16,40565.8,0.18,7301.84,47867.65
DOC-00180,2025-01-14,Vision Systems,Lahore,45,Printer Service Visit,Service,10,8131.9,81319,0,0,81319
DOC-00181,2025-05-07,PakTech,Islamabad,45,ID Card PVC Pack,Accessories,2,5378.26,10756.51,0.18,1936.17,12692.69
DOC-00181,2025-05-07,PakTech,Islamabad,45,UHF Long Range Tag,Accessories,3,210.15,630.44,0.18,113.48,743.92
DOC-00182,2025-11-18,MF TRADER,Islamabad,45,Printer Cleaning Kit,Accessories,20,3247.74,64954.85,0.18,11691.87,76646.73
DOC-00183,2025-03-21,MF TRADER,Karachi,45,Printer Cleaning Kit,Accessories,3,3387.72,10163.17,0.18,1829.37,11992.54
DOC-00183,2025-03-21,MF TRADER,Karachi,45,ID Card PVC Pack,Accessories,50,4603.12,230156,0,0,230156
DOC-00183,2025-03-21,MF TRADER,Karachi,45,Printer Cleaning Kit,Accessories,10,3247.43,32474.34,0.18,5845.38,38319.72
DOC-00184,2025-08-11,MF TRADER,Islamabad,15,ID Card PVC Pack,Accessories,5,4870,24350,0.18,1174.9,25524.9
DOC-00185,2025-02-01,Prime Traders,Islamabad,45,PolyGuard Lamination,Accessories,20,11600.75,232015.03,0.18,41762.71,273777.74
DOC-00186,2025-12-17,PakTech,Lahore,15,Printer Service Visit,Service,20,7907.07,158141.41,0.18,28465.45,186606.86
DOC-00187,2025-12-05,Vision Systems,Lahore,45,HDP5000e Ribbon,Ribbon,1,25512.84,25512.84,0.18,4592.31,30105.15
DOC-00187,2025-12-05,Vision Systems,Lahore,45,Printer Service Visit,Service,50,8654.97,432748.32,0.18,77894.7,510643.02
DOC-00187,2025-12-05,Vision Systems,Lahore,45,PolyGuard Lamination,Accessories,50,12112.49,605624.39,0,0,605624.39
DOC-00188,2025-06-05,Alpha Supplies,Karachi,0,HDP5000e Ribbon,Ribbon,10,23783.45,237834.49,0.18,42810.21,280644.7
DOC-00188,2025-06-05,Alpha Supplies,Karachi,0,ID Card PVC Pack,Accessories,10,4950.9,49509.04,0,0,49509.04
DOC-00188,2025-06-05,Alpha Supplies,Karachi,0,HDP5000e Ribbon,Ribbon,1,23681.03,23681.03,0.18,4262.59,27943.62
DOC-00189,2025-12-10,MF TRADER,Karachi,15,Printer Cleaning Kit,Accessories,3,3334.21,10002.64,0,0,10002.64
DOC-00189,2025-12-10,MF TRADER,Karachi,15,Printer Cleaning Kit,Accessories,50,3324.94,166247.19,0.18,29924.49,196171.69
DOC-00189,2025-12-10,MF TRADER,Karachi,15,ID Card PVC Pack,Accessories,20,4471.72,89434.48,0,0,89434.48
DOC-00190,2025-09-22,Alpha Supplies,Lahore,15,Printer Cleaning Kit,Accessories,10,3569.76,35697.57,0.18,6425.56,42123.13
DOC-00190,2025-09-22,Alpha Supplies,Lahore,15,Printer Service Visit,Service,1,7937.4,7937.4,0.18,1428.73,9366.13
DOC-00190,2025-09-22,Alpha Supplies,Lahore,15,Printer Service Visit,Service,3,8293.21,24879.64,0.18,4478.34,29357.98
DOC-00191,2025-12-07,Vision Systems,Islamabad,0,PolyGuard Lamination,Accessories,5,13314.84,66574.22,0.18,11983.36,78557.58
DOC-00191,2025-12-07,Vision Systems,Islamabad,0,PolyGuard Lamination,Accessories,50,13005.16,650257.95,0.18,117046.43,767304.38
DOC-00192,2025-01-14,Alpha Supplies,Lahore,30,Printer Service Visit,Service,2,8052.7,16105.4,0.18,2898.97,19004.37
DOC-00193,2025-07-04,Vision Systems,Islamabad,45,ID Card PVC Pack,Accessories,3,5301.75,15905.24,0,0,15905.24
DOC-00193,2025-07-04,Vision Systems,Islamabad,45,Printer Service Visit,Service,20,8146.66,162933.21,0,0,162933.21
DOC-00194,2025-02-08,Vision Systems,Islamabad,30,HDP5000e Ribbon,Ribbon,50,24950.37,1247518.73,0.18,224553.37,1472072.1
DOC-00195,2025-04-26,Prime Traders,Karachi,30,HDP5000e Ribbon,Ribbon,1,23031.77,23031.77,0,0,23031.77
DOC-00196,2025-01-09,Prime Traders,Karachi,0,Printer Service Visit,Service,2,7584.9,15169.8,0,0,15169.8
DOC-00196,2025-01-09,Prime Traders,Karachi,0,ID Card PVC Pack,Accessories,5,4942.61,24713.07,0,0,24713.07
DOC-00196,2025-01-09,Prime Traders,Karachi,0,UHF Long Range Tag,Accessories,5,199.99,999.95,0.18,179.99,1179.94
DOC-00197,2025-03-07,Vision Systems,Karachi,45,UHF Long Range Tag,Accessories,10,208.08,2080.81,0.18,374.55,2455.36
DOC-00198,2025-12-17,Prime Traders,Islamabad,15,Printer Cleaning Kit,Accessories,50,3576.67,178833.32,0,0,178833.32
DOC-00198,2025-12-17,Prime Traders,Islamabad,15,ID Card PVC Pack,Accessories,20,5109.05,102180.99,0.18,18392.58,120573.57
DOC-00198,2025-12-17,Prime Traders,Islamabad,15,HDP5000e Ribbon,Ribbon,3,22103.23,66309.69,0.18,11935.74,78245.44
DOC-00199,2025-01-07,Alpha Supplies,Lahore,30,Printer Service Visit,Service,20,8130.29,162605.72,0,0,162605.72
DOC-00199,2025-01-07,Alpha Supplies,Lahore,30,PolyGuard Lamination,Accessories,5,11590.71,57953.54,0,0,57953.54
DOC-00199,2025-01-07,Alpha Supplies,Lahore,30,Printer Cleaning Kit,Accessories,1,3438.93,3438.93,0.18,619.01,4057.94
DOC-00199,2025-01-07,Alpha Supplies,Lahore,30,HDP5000e Ribbon,Ribbon,3,23676.02,71028.06,0.18,12785.05,83813.12
DOC-00200,2025-07-27,Prime Traders,Lahore,0,PolyGuard Lamination,Accessories,5,11978.42,59892.1,0.18,10780.58,70672.68
DOC-00200,2025-07-27,Prime Traders,Lahore,0,HDP5000e Ribbon,Ribbon,5,23623.95,118119.75,0.18,21261.56,139381.31
DOC-00200,2025-07-27,Prime Traders,Lahore,0,HDP5000e Ribbon,Ribbon,2,22969.33,45938.65,0.18,8268.96,54207.61
DOC-00201,2025-11-27,Vision Systems,Karachi,0,HDP5000e Ribbon,Ribbon,10,23114.05,231140.47,0.18,41605.28,272745.75
DOC-00201,2025-11-27,Vision Systems,Karachi,0,Printer Service Visit,Service,10,8399.28,83992.82,0.18,15118.71,99111.53
DOC-00201,2025-11-27,Vision Systems,Karachi,0,UHF Long Range Tag,Accessories,1,218.53,218.53,0.18,39.34,257.87
DOC-00201,2025-11-27,Vision Systems,Karachi,0,Printer Service Visit,Service,5,8465.98,42329.91,0.18,7619.38,49949.29
DOC-00202,2025-12-05,Prime Traders,Karachi,30,ID Card PVC Pack,Accessories,50,4647.28,232364.17,0.18,41825.55,274189.72
DOC-00203,2025-03-05,PakTech,Islamabad,30,HDP5000e Ribbon,Ribbon,2,42228.01,84456.02,0.18,15202.08,99658.1
DOC-00203,2025-03-05,PakTech,Islamabad,30,Printer Cleaning Kit,Accessories,20,3531.75,70635.06,0.18,12714.31,83349.37
DOC-00203,2025-03-05,PakTech,Islamabad,30,ID Card PVC Pack,Accessories,50,5164.65,258232.54,0.18,46481.86,304714.39
DOC-00204,2025-08-24,Prime Traders,Lahore,0,HDP5000e Ribbon,Ribbon,10,22878.54,228785.37,0,0,228785.37
DOC-00204,2025-08-24,Prime Traders,Lahore,0,UHF Long Range Tag,Accessories,3,196.33,589,0.18,106.02,695.01
DOC-00205,2025-06-23,PakTech,Lahore,0,UHF Long Range Tag,Accessories,5,199.67,998.34,0.18,179.7,1178.04
DOC-00205,2025-06-23,PakTech,Lahore,0,UHF Long Range Tag,Accessories,50,204.23,10211.51,0,0,10211.51
DOC-00205,2025-06-23,PakTech,Lahore,0,ID Card PVC Pack,Accessories,50,5051.04,252552.21,0,0,252552.21
DOC-00205,2025-06-23,PakTech,Lahore,0,Printer Cleaning Kit,Accessories,2,3525.58,7051.15,0,0,7051.15
DOC-00206,2025-07-17,Alpha Supplies,Lahore,0,ID Card PVC Pack,Accessories,10,4964.62,49646.25,0.18,8936.32,58582.57
DOC-00207,2025-06-01,PakTech,Karachi,30,Printer Cleaning Kit,Accessories,3,3688.26,11064.78,0,0,11064.78
DOC-00207,2025-06-01,PakTech,Karachi,30,ID Card PVC Pack,Accessories,1,5393.35,5393.35,0.18,970.8,6364.15
DOC-00207,2025-06-01,PakTech,Karachi,30,Printer Cleaning Kit,Accessories,3,3544.39,10633.16,0.18,1913.97,12547.13
DOC-00208,2025-11-06,PakTech,Karachi,30,HDP5000e Ribbon,Ribbon,10,24151.03,241510.32,0.18,43471.86,284982.18
DOC-00209,2025-07-08,Vision Systems,Karachi,0,PolyGuard Lamination,Accessories,50,12808.4,640420,0.18,115275.6,755695.6
DOC-00209,2025-07-08,Vision Systems,Karachi,0,Printer Cleaning Kit,Accessories,20,3753.63,75072.62,0.18,13513.07,88585.69
DOC-00209,2025-07-08,Vision Systems,Karachi,0,Printer Service Visit,Service,10,14827.43,148274.3,0.18,26689.37,174963.67
DOC-00209,2025-07-08,Vision Systems,Karachi,0,UHF Long Range Tag,Accessories,1,207.77,207.77,0.18,37.4,245.16
DOC-00210,2025-07-15,MF TRADER,Islamabad,15,PolyGuard Lamination,Accessories,2,11020.06,22040.12,0.18,3967.22,26007.35
DOC-00211,2025-01-06,PakTech,Karachi,0,HDP5000e Ribbon,Ribbon,50,25208.56,1260428.21,0,0,1260428.21
DOC-00211,2025-01-06,PakTech,Karachi,0,Printer Cleaning Kit,Accessories,1,3776.98,3776.98,0.18,679.86,4456.84
DOC-00212,2025-10-15,PakTech,Karachi,0,ID Card PVC Pack,Accessories,1,5152.27,5152.27,0.18,927.41,6079.68
DOC-00212,2025-10-15,PakTech,Karachi,0,PolyGuard Lamination,Accessories,50,12334.12,616705.93,0.18,111007.07,727713
DOC-00212,2025-10-15,PakTech,Karachi,0,Printer Cleaning Kit,Accessories,2,3666.12,7332.24,0.18,1319.8,8652.05
DOC-00213,2025-06-13,Prime Traders,Lahore,15,PolyGuard Lamination,Accessories,50,11585.9,579295.22,0.18,104273.14,683568.36
DOC-00213,2025-06-13,Prime Traders,Lahore,15,Printer Cleaning Kit,Accessories,1,3441.7,3441.7,0,0,3441.7
DOC-00213,2025-06-13,Prime Traders,Lahore,15,UHF Long Range Tag,Accessories,10,201.86,2018.6,0.18,363.35,2381.94
DOC-00214,2025-05-17,Alpha Supplies,Lahore,15,ID Card PVC Pack,Accessories,3,4885.48,14656.45,0.18,2638.16,17294.61
DOC-00214,2025-05-17,Alpha Supplies,Lahore,15,UHF Long Range Tag,Accessories,1,203.96,203.96,0,0,203.96
DOC-00215,2025-11-08,MF TRADER,Islamabad,15,UHF Long Range Tag,Accessories,1,183.02,183.02,0,0,218.51
DOC-00215,2025-11-08,MF TRADER,Islamabad,15,PolyGuard Lamination,Accessories,2,11525.33,23050.65,0.18,4149.12,27199.77
DOC-00216,2025-11-27,Prime Traders,Karachi,30,UHF Long Range Tag,Accessories,3,187.49,562.47,0.18,101.25,663.72
DOC-00217,2025-09-18,PakTech,Karachi,0,UHF Long Range Tag,Accessories,5,204.93,1024.66,0.18,184.44,1209.1
DOC-00217,2025-09-18,PakTech,Karachi,0,ID Card PVC Pack,Accessories,1,5231.99,5231.99,0.18,941.76,6173.75
DOC-00217,2025-09-18,PakTech,Karachi,0,Printer Cleaning Kit,Accessories,1,3452.84,3452.84,0,0,3452.84
DOC-00218,2025-05-03,Alpha Supplies,Islamabad,0,Printer Cleaning Kit,Accessories,2,3496.38,6992.76,0.18,1258.7,8251.46
DOC-00218,2025-05-03,Alpha Supplies,Islamabad,0,Printer Cleaning Kit,Accessories,50,3403.91,170195.6,0,0,170195.6
DOC-00219,2025-05-04,Vision Systems,Karachi,0,Printer Cleaning Kit,Accessories,20,3823.79,76475.88,0.18,13765.66,90241.54
DOC-00220,2025-01-17,PakTech,Islamabad,30,Printer Cleaning Kit,Accessories,1,3626.1,3626.1,0.18,652.7,4278.8
DOC-00220,2025-01-17,PakTech,Islamabad,30,UHF Long Range Tag,Accessories,5,211.06,1055.3,0.18,189.95,1245.25
DOC-00220,2025-01-17,PakTech,Islamabad,30,PolyGuard Lamination,Accessories,10,12682.9,126829.01,0.18,22829.22,149658.23
DOC-00220,2025-01-17,PakTech,Islamabad,30,UHF Long Range Tag,Accessories,5,215.54,1077.7,0.18,193.99,1271.69
DOC-00221,2025-02-04,MF TRADER,Karachi,15,HDP5000e Ribbon,Ribbon,1,22608.7,22608.7,0.18,4069.57,26678.27
DOC-00221,2025-02-04,MF TRADER,Karachi,15,UHF Long Range Tag,Accessories,10,184.03,1840.3,0,0,1840.3
DOC-00221,2025-02-04,MF TRADER,Karachi,15,UHF Long Range Tag,Accessories,2,192.23,384.45,0,0,384.45
DOC-00222,2025-08-29,PakTech,Lahore,15,ID Card PVC Pack,Accessories,20,5159.69,103193.74,0.18,18574.87,121768.61
DOC-00222,2025-08-29,PakTech,Lahore,15,ID Card PVC Pack,Accessories,50,5269.36,263467.87,0.18,47424.22,310892.09
DOC-00222,2025-08-29,PakTech,Lahore,15,PolyGuard Lamination,Accessories,20,12059.98,241199.52,0.18,43415.91,284615.44
DOC-00222,2025-08-29,PakTech,Lahore,15,Printer Service Visit,Service,3,8287.75,24863.26,0.18,4475.39,29338.65
DOC-00223,2025-07-03,Vision Systems,Lahore,30,ID Card PVC Pack,Accessories,20,5315.58,106311.65,0.18,19136.1,125447.74
DOC-00223,2025-07-03,Vision Systems,Lahore,30,HDP5000e Ribbon,Ribbon,20,25687.34,513746.9,0.18,92474.44,606221.34
DOC-00224,2025-03-02,MF TRADER,Islamabad,30,Printer Cleaning Kit,Accessories,2,3450.6,6901.19,0.18,1242.21,8143.41
DOC-00224,2025-03-02,MF TRADER,Islamabad,30,UHF Long Range Tag,Accessories,2,205.41,410.83,0.18,73.95,484.77
DOC-00224,2025-03-02,MF TRADER,Islamabad,30,PolyGuard Lamination,Accessories,3,11162.56,33487.69,0.18,6027.78,39515.47
DOC-00225,2025-09-21,MF TRADER,Islamabad,0,Printer Service Visit,Service,5,7585.52,37927.6,0.18,6826.97,44754.57
DOC-00226,2025-05-19,MF TRADER,Lahore,45,PolyGuard Lamination,Accessories,2,11513.73,23027.45,0.18,4144.94,27172.39
DOC-00226,2025-05-19,MF TRADER,Lahore,45,Printer Cleaning Kit,Accessories,30,3250.8,97524,0,0,97524
DOC-00227,2025-09-20,Vision Systems,Karachi,30,UHF Long Range Tag,Accessories,5,220.28,1101.38,0.18,198.25,1299.62
DOC-00227,2025-09-20,Vision Systems,Karachi,30,UHF Long Range Tag,Accessories,50,219.93,10996.61,0,0,10996.61
DOC-00227,2025-09-20,Vision Systems,Karachi,30,Printer Service Visit,Service,50,8292.16,414607.85,0.18,74629.41,489237.26
DOC-00227,2025-09-20,Vision Systems,Karachi,30,Printer Cleaning Kit,Accessories,3,3590.06,10770.19,0.18,1938.64,12708.83
DOC-00228,2025-04-23,MF TRADER,Lahore,45,Printer Cleaning Kit,Accessories,5,3375.65,16878.23,0,0,16878.23
DOC-00228,2025-04-23,MF TRADER,Lahore,45,UHF Long Range Tag,Accessories,1,202.09,202.09,0.18,36.38,238.47
DOC-00228,2025-04-23,MF TRADER,Lahore,45,Printer Service Visit,Service,5,7371.46,36857.29,0.18,6634.31,43491.6
DOC-00228,2025-04-23,MF TRADER,Lahore,45,HDP5000e Ribbon,Ribbon,3,22716.69,68150.06,0.18,12267.01,80417.07
DOC-00229,2025-11-16,Prime Traders,Lahore,45,ID Card PVC Pack,Accessories,3,4763.13,14289.4,0.18,2572.09,16861.49
DOC-00229,2025-11-16,Prime Traders,Lahore,45,Printer Service Visit,Service,2,7880.69,15761.38,0,0,15761.38
DOC-00229,2025-11-16,Prime Traders,Lahore,45,UHF Long Range Tag,Accessories,2,196.08,392.17,0.18,70.59,462.76
DOC-00230,2025-03-31,Alpha Supplies,Islamabad,30,UHF Long Range Tag,Accessories,1,203.63,203.63,0.18,36.65,240.28
DOC-00230,2025-03-31,Alpha Supplies,Islamabad,30,ID Card PVC Pack,Accessories,3,4931.58,14794.73,0.18,2663.05,17457.78
DOC-00230,2025-03-31,Alpha Supplies,Islamabad,30,Printer Service Visit,Service,15,7895.79,118436.85,0.18,21318.63,139755.48
DOC-00230,2025-03-31,Alpha Supplies,Islamabad,30,HDP5000e Ribbon,Ribbon,5,24930.01,124650.07,0,0,124650.07
DOC-00231,2025-12-27,PakTech,Lahore,0,UHF Long Range Tag,Accessories,20,205.39,4107.88,0.18,739.42,4847.3
DOC-00232,2025-11-01,Prime Traders,Lahore,30,Printer Service Visit,Service,5,7653.24,38266.2,0.18,6887.92,45154.12
DOC-00232,2025-11-01,Prime Traders,Lahore,30,UHF Long Range Tag,Accessories,1,196.89,196.89,0,0,196.89
DOC-00232,2025-11-01,Prime Traders,Lahore,30,HDP5000e Ribbon,Ribbon,2,33352.9,66705.8,0.18,12007.04,78712.84
DOC-00232,2025-11-01,Prime Traders,Lahore,30,PolyGuard Lamination,Accessories,1,11305.98,11305.98,0.18,2035.08,13341.06
DOC-00233,2025-03-10,Alpha Supplies,Karachi,30,ID Card PVC Pack,Accessories,50,4986.47,249323.56,0,0,249323.56
DOC-00234,2025-04-11,Alpha Supplies,Karachi,45,UHF Long Range Tag,Accessories,10,205.66,2056.56,0.18,370.18,2426.74
DOC-00235,2025-08-11,Vision Systems,Karachi,0,Printer Service Visit,Service,1,8466.08,8466.08,0.18,1523.89,9989.98
DOC-00235,2025-08-11,Vision Systems,Karachi,0,PolyGuard Lamination,Accessories,50,12687.75,634387.36,0.18,114189.72,748577.09
DOC-00235,2025-08-11,Vision Systems,Karachi,0,Printer Cleaning Kit,Accessories,5,3825.06,19125.3,0.18,3442.55,22567.86
DOC-00236,2025-10-15,PakTech,Lahore,15,Printer Service Visit,Service,10,7652.33,76523.34,0,0,76523.34
DOC-00236,2025-10-15,PakTech,Lahore,15,PolyGuard Lamination,Accessories,3,12287.7,36863.1,0.18,6635.36,43498.46
DOC-00237,2025-05-21,MF TRADER,Karachi,15,HDP5000e Ribbon,Ribbon,20,21537.11,430742.11,0.18,77533.58,508275.69
DOC-00238,2025-11-04,MF TRADER,Islamabad,0,ID Card PVC Pack,Accessories,20,4768.08,95361.57,0.18,17165.08,112526.65
DOC-00239,2025-01-30,Alpha Supplies,Karachi,0,HDP5000e Ribbon,Ribbon,10,22571.42,225714.17,0.18,40628.55,266342.72
DOC-00240,2025-02-26,Alpha Supplies,Karachi,45,HDP5000e Ribbon,Ribbon,20,24261.37,485227.33,0.18,87340.92,572568.25
DOC-00240,2025-02-26,Alpha Supplies,Karachi,45,ID Card PVC Pack,Accessories,20,5145.65,102913.02,0,0,102913.02
DOC-00241,2025-05-15,Alpha Supplies,Karachi,30,Printer Service Visit,Service,20,7897.61,157952.3,0.18,28431.41,186383.71
DOC-00242,2025-01-01,MF TRADER,Islamabad,45,PolyGuard Lamination,Accessories,1,11295.31,11295.31,0,0,11295.31
DOC-00242,2025-01-01,MF TRADER,Islamabad,45,HDP5000e Ribbon,Ribbon,5,20910.33,104551.65,0.18,18819.3,123370.95
DOC-00242,2025-01-01,MF TRADER,Islamabad,45,PolyGuard Lamination,Accessories,20,11231.32,224626.36,0.18,40432.75,265059.11
DOC-00243,2025-06-05,MF TRADER,Lahore,45,ID Card PVC Pack,Accessories,2,4867.76,9735.53,0,0,9735.53
DOC-00243,2025-06-05,MF TRADER,Lahore,45,Printer Cleaning Kit,Accessories,5,3330.58,16652.9,0.18,2997.52,19650.42
DOC-00243,2025-06-05,MF TRADER,Lahore,45,PolyGuard Lamination,Accessories,10,11301.41,113014.06,0.18,20342.53,133356.6
DOC-00243,2025-06-05,MF TRADER,Lahore,45,HDP5000e Ribbon,Ribbon,3,22615.05,67845.15,0.18,12212.13,80057.27
DOC-00244,2025-06-06,Alpha Supplies,Islamabad,15,Printer Cleaning Kit,Accessories,50,3554.25,177712.69,0.18,31988.28,209700.97
DOC-00244,2025-06-06,Alpha Supplies,Islamabad,15,ID Card PVC Pack,Accessories,2,5025.42,10050.84,0.18,1809.15,11859.99
DOC-00244,2025-06-06,Alpha Supplies,Islamabad,15,Printer Service Visit,Service,50,7627.4,381369.91,0,0,381369.91
DOC-00244,2025-06-06,Alpha Supplies,Islamabad,15,PolyGuard Lamination,Accessories,5,11823.05,59115.23,0.18,10640.74,69755.97
DOC-00245,2025-01-04,MF TRADER,Islamabad,15,ID Card PVC Pack,Accessories,20,4870.26,97405.22,0.18,17532.94,114938.16
DOC-00246,2025-05-06,Vision Systems,Islamabad,15,HDP5000e Ribbon,Ribbon,3,24699.85,74099.55,0.18,13337.92,87437.46
DOC-00246,2025-05-06,Vision Systems,Islamabad,15,Printer Service Visit,Service,3,8862.12,26586.35,0.18,4785.54,31371.89
DOC-00246,2025-05-06,Vision Systems,Islamabad,15,Printer Cleaning Kit,Accessories,10,3779.18,37791.84,0.18,6802.53,44594.37
DOC-00247,2025-08-06,PakTech,Islamabad,15,Printer Cleaning Kit,Accessories,2,3621.23,7242.46,0.18,1303.64,8546.11
DOC-00247,2025-08-06,PakTech,Islamabad,15,PolyGuard Lamination,Accessories,3,12942.65,38827.95,0.18,6989.03,45816.99
DOC-00247,2025-08-06,PakTech,Islamabad,15,PolyGuard Lamination,Accessories,50,12229.38,611469.01,0.18,110064.42,721533.43
DOC-00247,2025-08-06,PakTech,Islamabad,15,PolyGuard Lamination,Accessories,5,12908.82,64544.1,0,0,64544.1
DOC-00248,2025-12-23,PakTech,Karachi,0,PolyGuard Lamination,Accessories,20,12271.59,245431.76,0.18,44177.72,289609.47
DOC-00248,2025-12-23,PakTech,Karachi,0,HDP5000e Ribbon,Ribbon,20,24456.96,489139.13,0.18,88045.04,577184.17
DOC-00248,2025-12-23,PakTech,Karachi,0,HDP5000e Ribbon,Ribbon,1,50049.43,50049.43,0.18,9008.9,59058.33
DOC-00248,2025-12-23,PakTech,Karachi,0,HDP5000e Ribbon,Ribbon,2,24517.02,49034.04,0.18,8826.13,57860.17
DOC-00249,2025-10-04,Prime Traders,Lahore,15,PolyGuard Lamination,Accessories,10,11543.35,115433.51,0.18,20778.03,136211.54
DOC-00249,2025-10-04,Prime Traders,Lahore,15,Printer Cleaning Kit,Accessories,10,3545.57,35455.66,0.18,6382.02,41837.68
DOC-00250,2025-05-19,Prime Traders,Lahore,0,Printer Cleaning Kit,Accessories,10,3338.68,33386.8,0.18,6009.62,39396.42
DOC-00251,2025-07-16,MF TRADER,Karachi,15,PolyGuard Lamination,Accessories,10,11601.34,116013.37,0.18,20882.41,136895.77
DOC-00251,2025-07-16,MF TRADER,Karachi,15,Printer Service Visit,Service,20,7664.11,153282.15,0.18,27590.79,180872.94
DOC-00252,2025-10-19,Vision Systems,Islamabad,30,Printer Service Visit,Service,20,8553.96,171079.25,0.18,30794.27,201873.52
DOC-00253,2025-02-06,Prime Traders,Islamabad,30,Printer Cleaning Kit,Accessories,1,3592.14,3592.14,0,0,3592.14
DOC-00253,2025-02-06,Prime Traders,Islamabad,30,HDP5000e Ribbon,Ribbon,100,24303.19,2430319,0.18,437457.42,2867776.42
DOC-00253,2025-02-06,Prime Traders,Islamabad,30,PolyGuard Lamination,Accessories,10,11537,115370,0.18,20766.6,136136.6
DOC-00254,2025-11-02,Prime Traders,Karachi,30,Printer Service Visit,Service,2,7737.52,15475.03,0,0,15475.03
DOC-00254,2025-11-02,Prime Traders,Karachi,30,ID Card PVC Pack,Accessories,3,5209.71,15629.14,0.18,2813.24,18442.38
DOC-00255,2025-03-12,Alpha Supplies,Lahore,45,PolyGuard Lamination,Accessories,1,12369.93,12369.93,0.18,2226.59,14596.52
DOC-00256,2025-11-09,Alpha Supplies,Islamabad,45,UHF Long Range Tag,Accessories,10,189.94,1899.44,0.18,341.9,2241.34
